,location,total_sqft,bath,price,bhk
8131,Yelahanka,1825.0,3.0,105.0,3
8132,Yelahanka,1603.0,3.0,96.0,3
8133,Yelahanka,1304.0,2.0,79.0,2
8134,Yelahanka,1550.0,3.0,120.0,3
8135,Yelahanka,1610.0,3.0,115.0,3
8136,Yelahanka,1455.0,3.0,61.5,3
8137,Yelahanka,1180.0,2.0,42.0,2
8138,Yelahanka,1616.0,3.0,65.0,3
8139,Yelahanka,915.0,2.0,48.0,2
8140,Yelahanka,1026.0,2.0,41.0,2
8141,Yelahanka,1517.0,3.0,76.3,3
8142,Yelahanka,2912.5,6.0,125.5,4
8143,Yelahanka,600.0,2.0,27.0,2
8144,Yelahanka,1274.0,2.0,48.42,2
8145,Yelahanka,1327.0,2.0,85.0,2
8146,Yelahanka,1371.0,2.0,65.0,3
8147,Yelahanka,1712.0,3.0,82.0,3
8148,Yelahanka,1566.0,3.0,97.0,3
8149,Yelahanka,1180.0,3.0,55.0,3
8150,Yelahanka,1653.0,3.0,120.0,3
8151,Yelahanka,1275.0,2.0,95.0,3
8152,Yelahanka,1270.0,2.0,78.0,2
8153,Yelahanka,1400.0,2.0,80.54,3
8154,Yelahanka,1391.0,2.0,64.5,3
8155,Yelahanka,1322.0,2.0,86.0,2
8156,Yelahanka,1100.0,2.0,70.0,2
8157,Yelahanka,1200.0,2.0,70.0,2
8158,Yelahanka,1326.0,2.0,57.0,2
8159,Yelahanka,2675.0,4.0,140.0,4
8160,Yelahanka,1500.0,2.0,63.0,3
8161,Yelahanka,654.0,1.0,37.0,1
8162,Yelahanka,1250.0,2.0,40.0,2
8163,Yelahanka,1465.0,3.0,80.01,3
8164,Yelahanka,1721.0,3.0,80.86,3
8165,Yelahanka,1060.0,2.0,40.0,2
8166,Yelahanka,1226.0,2.0,52.71,2
8167,Yelahanka,1692.0,3.0,83.0,3
8168,Yelahanka,1033.0,2.0,52.58,2
8169,Yelahanka,1390.0,2.0,65.31,2
8170,Yelahanka,1040.0,2.0,48.86,2
8171,Yelahanka,1345.0,2.0,57.0,3
8172,Yelahanka,2145.0,3.0,125.0,3
8173,Yelahanka,1200.0,2.0,54.0,2
8174,Yelahanka,1322.0,2.0,75.0,2
8175,Yelahanka,1036.0,2.0,39.37,2
8176,Yelahanka,1405.0,2.0,50.58,2
8177,Yelahanka,602.0,1.0,26.0,1
8178,Yelahanka,1100.0,2.0,60.0,2
8179,Yelahanka,1614.0,2.0,100.0,3
8180,Yelahanka,1890.0,3.0,108.0,3
8181,Yelahanka,1556.0,3.0,86.0,3
8182,Yelahanka,1610.0,4.0,85.0,3
8183,Yelahanka,1075.0,2.0,42.0,3
8184,Yelahanka,651.0,1.0,17.5,1
8185,Yelahanka,1484.0,2.0,56.4,3
8186,Yelahanka,1260.0,2.0,59.2,2
8187,Yelahanka,1102.0,2.0,52.0,2
8188,Yelahanka,1519.0,2.0,65.0,2
8189,Yelahanka,1859.0,3.0,108.0,3
8190,Yelahanka,1050.0,2.0,45.0,2
8191,Yelahanka,1322.0,2.0,80.0,2
8192,Yelahanka,1075.0,2.0,36.0,3
8193,Yelahanka,1285.0,2.0,56.0,2
8194,Yelahanka,845.0,2.0,43.0,2
8195,Yelahanka,2600.0,4.0,175.0,4
8196,Yelahanka,1305.0,2.0,78.0,2
8197,Yelahanka,1180.0,2.0,56.0,2
8198,Yelahanka,1711.0,3.0,85.61,3
8199,Yelahanka,1315.0,2.0,75.0,2
8200,Yelahanka,1590.0,3.0,54.0,3
8201,Yelahanka,26136.0,1.0,150.0,1
8202,Yelahanka,1390.0,2.0,70.21,2
8203,Yelahanka,1614.0,3.0,95.0,3
8204,Yelahanka,1075.0,1.0,19.5,1
8205,Yelahanka,1650.0,3.0,105.0,3
8206,Yelahanka,1200.0,2.0,55.0,2
8207,Yelahanka,990.0,2.0,37.62,2
8208,Yelahanka,935.0,2.0,35.53,2
8209,Yelahanka,1282.0,2.0,48.72,3
8210,Yelahanka,1620.0,3.0,90.0,3
8211,Yelahanka,654.0,1.0,36.25,1
8212,Yelahanka,1614.0,3.0,93.0,3
8213,Yelahanka,694.0,1.0,30.84,1
8214,Yelahanka,1115.0,2.0,60.0,2
8215,Yelahanka,2317.0,4.0,140.0,3
8216,Yelahanka,1653.0,3.0,93.0,3
8217,Yelahanka,654.0,1.0,38.0,1
8218,Yelahanka,1633.0,2.0,72.0,2
8219,Yelahanka,1445.0,2.0,82.0,2
8220,Yelahanka,1225.0,2.0,62.0,2
8221,Yelahanka,602.0,1.0,38.0,1
8222,Yelahanka,697.0,1.0,35.0,1
8223,Yelahanka,1065.0,2.0,41.38,2
8224,Yelahanka,682.0,1.0,36.23,1
8225,Yelahanka,1023.0,2.0,52.59,2
8226,Yelahanka,1560.0,2.0,98.0,3
8227,Yelahanka,1780.0,3.0,107.0,3
8228,Yelahanka,1076.0,2.0,78.0,2
8229,Yelahanka,1000.0,1.0,14.0,1
8230,Yelahanka,1342.0,2.0,75.0,3
8231,Yelahanka,1823.0,3.0,103.0,3
8232,Yelahanka,1792.0,3.0,104.0,3
8233,Yelahanka,1304.0,2.0,69.97,2
8234,Yelahanka,1250.0,2.0,54.0,2
8235,Yelahanka,1270.0,2.0,57.0,2
8236,Yelahanka,1300.0,2.0,69.23,2
8237,Yelahanka,1705.0,3.0,91.0,3
8238,Yelahanka,870.0,2.0,27.0,2
8239,Yelahanka,1890.0,4.0,85.0,3
8240,Yelahanka,1835.0,3.0,108.0,3
8241,Yelahanka,1847.0,3.0,92.0,3
8242,Yelahanka,2500.0,3.0,120.0,5
8243,Yelahanka,1890.0,3.0,109.0,3
8244,Yelahanka,700.0,1.0,38.0,1
8245,Yelahanka,1491.0,3.0,85.0,3
8246,Yelahanka,2088.0,5.0,110.0,4
8247,Yelahanka,1330.0,2.0,93.65,2
8248,Yelahanka,1185.0,2.0,45.0,2
8249,Yelahanka,1517.0,3.0,71.28,3
8250,Yelahanka,1756.0,3.0,66.73,3
8251,Yelahanka,1050.0,2.0,33.1,2
8252,Yelahanka,1600.0,3.0,100.0,3
8253,Yelahanka,1664.0,3.0,73.95,3
8254,Yelahanka,1140.0,2.0,50.66,2
8255,Yelahanka,1200.0,2.0,60.0,2
8256,Yelahanka,1705.0,3.0,85.0,3
8257,Yelahanka,1350.0,2.0,85.0,3
8258,Yelahanka,1590.0,2.0,54.0,3
8259,Yelahanka,1633.0,3.0,110.0,3
8260,Yelahanka,827.5,1.0,42.535,1
8261,Yelahanka,1195.0,2.0,53.105,2
8262,Yelahanka,1355.0,2.0,75.0,3
8263,Yelahanka,3175.0,4.0,156.0,4
8264,Yelahanka,1756.0,3.0,125.0,3
8265,Yelahanka,1408.0,2.0,58.0,2
8266,Yelahanka,1101.0,2.0,37.0,2
8267,Yelahanka,1104.0,2.0,58.0,2
8268,Yelahanka,1325.0,2.0,58.0,3
8269,Yelahanka,1175.0,2.0,67.77,2
8270,Yelahanka,1322.0,2.0,77.9,2
8271,Yelahanka,602.0,1.0,33.0,1
8272,Yelahanka,1315.0,2.0,77.0,2
8273,Yelahanka,1075.0,2.0,33.53,3
8274,Yelahanka,1430.0,3.0,61.0,3
8275,Yelahanka,1355.0,2.0,51.5,3
8276,Yelahanka,567.0,1.0,25.0,1
8277,Yelahanka,1045.0,2.0,45.0,2
8278,Yelahanka,602.0,2.0,30.0,1
8279,Yelahanka,1362.0,2.0,66.0,2
8280,Yelahanka,1234.0,2.0,80.0,2
8281,Yelahanka,1000.0,2.0,29.0,2
8282,Yelahanka,1282.0,2.0,48.72,3
8283,Yelahanka,1180.0,2.0,55.0,2
8284,Yelahanka,1267.0,3.0,78.0,2
8285,Yelahanka,1360.0,2.0,78.19,2
8286,Yelahanka,1025.0,2.0,44.0,2
8287,Yelahanka New Town,650.0,1.0,33.0,1
8288,Yelahanka New Town,500.0,1.0,20.0,1
8289,Yelahanka New Town,440.0,1.0,16.5,1
8290,Yelahanka New Town,960.0,2.0,18.0,1
8291,Yelahanka New Town,1610.0,3.0,92.0,3
8292,Yelahanka New Town,1700.0,3.0,90.0,3
8293,Yelahanka New Town,650.0,1.0,20.0,1
8294,Yelahanka New Town,1200.0,2.0,130.0,2
8295,Yelahanka New Town,350.0,1.0,13.5,1
8296,Yelahanka New Town,1541.0,3.0,80.0,3
8297,Yelahanka New Town,1385.0,2.0,65.0,2
8298,Yelahanka New Town,680.0,1.0,80.0,2
8299,Yelahanka New Town,500.0,2.0,24.0,1
8300,Yelahanka New Town,650.0,1.0,17.0,1
8301,Yelahanka New Town,450.0,1.0,16.0,1
8302,Yelahanka New Town,1599.0,3.0,80.0,3
8303,Yelahanka New Town,960.0,2.0,50.0,2
8304,Yelahanka New Town,2095.0,3.0,109.0,4
8305,Yelahanka New Town,1209.0,2.0,65.0,3
8306,Yelahanka New Town,1400.0,2.0,80.0,3
8307,Yelahanka New Town,450.0,1.0,15.0,1
8308,Yelahanka New Town,500.0,1.0,18.0,1
8309,Yelahanka New Town,1420.0,2.0,75.0,3
8310,Yelahanka New Town,2437.0,3.0,125.0,3
8311,Yelahanka New Town,2200.0,2.0,180.0,2
8312,Yelahanka New Town,488.0,1.0,20.0,1
8313,Yelahanka New Town,1100.0,2.0,58.0,2
8314,Yelahanka New Town,860.0,1.0,31.0,2
8315,Yelahanka New Town,1800.0,2.0,45.0,3
8316,Yelahanka New Town,1000.0,2.0,44.0,2
8317,Yelahanka New Town,650.0,1.0,18.0,1
8318,Yelahanka New Town,600.0,2.0,80.0,2
8319,Yelahanka New Town,1426.0,2.0,61.5,3
8320,Yelahanka New Town,1740.0,3.0,150.0,3
8321,Yelahanka New Town,1290.0,2.0,70.0,2
8322,Yelahanka New Town,1000.0,2.0,48.0,3
8323,Yelenahalli,1240.0,2.0,47.12,2
8324,Yelenahalli,1200.0,2.0,46.17,2
8325,Yelenahalli,1056.0,2.0,33.0,2
8326,Yelenahalli,1260.0,2.0,47.88,2
8327,Yelenahalli,1175.0,2.0,50.0,2
8328,Yelenahalli,1650.0,3.0,68.0,3
8329,Yelenahalli,1200.0,2.0,45.6,2
8330,Yelenahalli,1200.0,2.0,46.17,2
8331,Yelenahalli,1160.0,2.0,44.08,2
8332,Yeshwanthpur,2502.0,3.0,138.0,3
8333,Yeshwanthpur,1693.0,3.0,108.0,3
8334,Yeshwanthpur,667.0,1.0,36.85,1
8335,Yeshwanthpur,1950.0,4.0,130.0,4
8336,Yeshwanthpur,665.0,1.0,36.85,1
8337,Yeshwanthpur,1161.0,2.0,64.08,2
8338,Yeshwanthpur,2557.0,3.0,141.0,3
8339,Yeshwanthpur,1850.0,3.0,100.0,3
8340,Yeshwanthpur,671.0,1.0,36.85,1
8341,Yeshwanthpur,1852.0,3.0,160.0,3
8342,Yeshwanthpur,1277.5,2.0,95.815,2
8343,Yeshwanthpur,668.0,1.0,36.85,1
8344,Yeshwanthpur,1185.0,2.0,75.84,2
8345,Yeshwanthpur,1195.0,2.0,100.0,2
8346,Yeshwanthpur,1313.0,3.0,96.0,3
8347,Yeshwanthpur,1400.0,2.0,100.0,2
8348,Yeshwanthpur,2559.0,3.0,141.0,3
8349,Yeshwanthpur,673.0,1.0,36.85,1
8350,Yeshwanthpur,717.0,2.0,49.475,2
8351,Yeshwanthpur,1168.0,2.0,64.08,2
8352,Yeshwanthpur,605.0,1.0,41.745,1
8353,Yeshwanthpur,1382.0,2.0,76.18,3
8354,Yeshwanthpur,669.0,1.0,36.85,1
8355,Yeshwanthpur,1385.0,2.0,76.18,3
8356,Yeshwanthpur,1200.0,2.0,63.0,2
8357,Yeshwanthpur,1200.0,4.0,110.0,4
8358,Yeshwanthpur,1679.0,3.0,92.13,3
8359,Yeshwanthpur,670.0,1.0,36.85,1
8360,Yeshwanthpur,1381.0,2.0,76.18,3
8361,Yeshwanthpur,1678.0,3.0,92.13,3
8362,Yeshwanthpur,1240.0,2.0,80.0,2
8363,Yeshwanthpur,1713.0,3.0,110.0,3
8364,Yeshwanthpur,1144.0,2.0,67.0,2
8365,Yeshwanthpur,1541.0,2.0,130.0,2
8366,Yeshwanthpur,2501.0,3.0,138.0,3
8367,Yeshwanthpur,1362.0,2.0,100.0,2
8368,Yeshwanthpur,666.0,1.0,36.8,1
8369,Yeshwanthpur,770.0,1.0,70.0,2
8370,Yeshwanthpur,1855.0,3.0,140.0,3
8371,Yeshwanthpur,2504.0,3.0,138.0,3
8372,Yeshwanthpur,1165.0,2.0,85.0,2
8373,Yeshwanthpur,1163.0,2.0,64.08,2
8374,Yeshwanthpur,1165.0,2.0,64.08,2
8375,Yeshwanthpur,1825.0,3.0,145.0,3
8376,Yeshwanthpur,1384.0,2.0,76.18,3
8377,Yeshwanthpur,994.0,2.0,54.67,1
8378,Yeshwanthpur,650.0,1.0,40.0,1
8379,Yeshwanthpur,1855.0,3.0,140.0,3
8380,Yeshwanthpur,1500.0,3.0,100.0,3
8381,Yeshwanthpur,1167.0,2.0,64.08,2
8382,Yeshwanthpur,1164.0,2.0,64.08,2
8383,Yeshwanthpur,1520.0,3.0,85.0,3
8384,Yeshwanthpur,1677.0,3.0,92.13,3
8385,Yeshwanthpur,674.0,1.0,36.85,1
8386,Yeshwanthpur,1383.0,2.0,76.18,3
8387,Yeshwanthpur,672.0,1.0,36.85,1
8388,Yeshwanthpur,1162.0,2.0,64.08,2
8389,Yeshwanthpur,1166.0,2.0,64.08,2
8390,Yeshwanthpur,1195.0,2.0,100.0,2
8391,Yeshwanthpur,1692.0,3.0,108.0,3
8392,Yeshwanthpur,1169.0,2.0,64.08,2
8393,Yeshwanthpur,2500.0,3.0,138.0,3
8394,Yeshwanthpur,1160.0,2.0,64.08,2
8395,Yeshwanthpur,1676.0,3.0,92.13,3
8396,Yeshwanthpur,2503.0,3.0,138.0,3
8397,Yeshwanthpur,1855.0,3.0,135.0,3
8398,Yeshwanthpur,1876.0,3.0,160.0,3
8399,Yeshwanthpur,1675.0,3.0,92.13,3
8400,other,2770.0,4.0,290.0,3
8401,other,1100.0,2.0,48.0,2
8402,other,1250.0,3.0,56.0,3
8403,other,600.0,1.0,38.0,1
8404,other,869.0,2.0,36.0,2
8405,other,1270.0,2.0,50.0,2
8406,other,1500.0,2.0,185.0,2
8407,other,840.0,2.0,45.0,2
8408,other,4395.0,3.0,240.0,3
8409,other,845.0,2.0,55.0,2
8410,other,2511.0,3.0,205.0,3
8411,other,1660.0,2.0,105.0,3
8412,other,1450.0,2.0,70.0,3
8413,other,1200.0,2.0,65.0,2
8414,other,1200.0,3.0,90.0,3
8415,other,1007.0,2.0,43.0,2
8416,other,1200.0,2.0,50.0,2
8417,other,966.0,2.0,49.9,2
8418,other,782.0,2.0,55.68,2
8419,other,1800.0,3.0,120.0,3
8420,other,1413.0,2.0,75.0,3
8421,other,945.0,2.0,54.0,2
8422,other,1870.0,3.0,110.0,3
8423,other,1200.0,4.0,210.0,4
8424,other,1260.0,2.0,85.05,3
8425,other,1612.0,3.0,46.74,3
8426,other,2795.0,4.0,235.0,3
8427,other,1350.0,2.0,48.0,3
8428,other,1904.0,3.0,150.0,3
8429,other,2000.0,3.0,175.0,3
8430,other,1425.0,2.0,75.0,3
8431,other,1470.0,2.0,70.0,3
8432,other,1500.0,3.0,100.0,3
8433,other,1846.0,3.0,300.0,3
8434,other,1340.0,2.0,55.7,2
8435,other,1783.0,3.0,115.0,3
8436,other,912.0,2.0,70.0,3
8437,other,1207.0,2.0,43.5,2
8438,other,1798.0,3.0,89.0,3
8439,other,1580.0,3.0,100.0,3
8440,other,1415.0,3.0,78.0,3
8441,other,2000.0,4.0,75.5,4
8442,other,2405.0,4.0,260.0,3
8443,other,1500.0,2.0,115.0,2
8444,other,1148.0,2.0,60.0,2
8445,other,1110.0,2.0,55.0,2
8446,other,1500.0,2.0,65.0,3
8447,other,1080.0,2.0,39.0,2
8448,other,1060.0,2.0,60.0,2
8449,other,2600.0,8.0,180.0,8
8450,other,1644.0,3.0,84.0,3
8451,other,1285.0,2.0,72.5,2
8452,other,4050.0,3.0,280.0,3
8453,other,1060.0,2.0,55.0,2
8454,other,900.0,2.0,22.5,2
8455,other,1280.0,2.0,69.0,2
8456,other,3045.0,3.0,170.0,3
8457,other,1464.0,3.0,46.0,3
8458,other,700.0,1.0,26.0,2
8459,other,900.0,2.0,110.0,2
8460,other,4111.0,4.0,250.0,4
8461,other,1084.0,2.0,50.0,2
8462,other,950.0,2.0,47.0,2
8463,other,2000.0,4.0,120.0,4
8464,other,1560.0,3.0,115.0,3
8465,other,850.0,2.0,27.0,2
8466,other,1113.0,2.0,51.0,2
8467,other,1200.0,4.0,165.0,4
8468,other,1200.0,2.0,55.0,2
8469,other,1645.0,3.0,95.0,3
8470,other,1200.0,2.0,79.0,2
8471,other,1230.0,2.0,48.0,2
8472,other,1350.0,2.0,140.0,3
8473,other,1800.0,3.0,150.0,3
8474,other,1592.0,3.0,75.0,3
8475,other,2000.0,3.0,365.0,3
8476,other,1762.0,3.0,125.0,3
8477,other,950.0,2.0,50.0,2
8478,other,1200.0,3.0,90.0,3
8479,other,1500.0,4.0,230.0,4
8480,other,2023.71,3.0,275.0,3
8481,other,1629.0,3.0,79.0,3
8482,other,1460.0,2.0,58.0,2
8483,other,1200.0,4.0,175.0,4
8484,other,1000.0,2.0,165.0,2
8485,other,1185.0,2.0,38.0,2
8486,other,1760.0,3.0,88.0,3
8487,other,1069.0,2.0,55.0,2
8488,other,2150.0,4.0,240.0,3
8489,other,1450.0,3.0,55.0,3
8490,other,1630.0,3.0,68.29,3
8491,other,1200.0,4.0,200.0,4
8492,other,3309.0,4.0,325.0,4
8493,other,5000.0,9.0,360.0,11
8494,other,850.0,2.0,30.0,2
8495,other,1150.0,2.0,126.0,2
8496,other,1200.0,4.0,230.0,4
8497,other,1200.0,2.0,62.0,2
8498,other,4800.0,4.0,235.0,4
8499,other,1200.0,2.0,74.0,2
8500,other,1464.0,3.0,56.0,3
8501,other,2000.0,4.0,99.0,4
8502,other,1753.0,3.0,120.0,3
8503,other,1000.0,2.0,53.0,2
8504,other,720.0,2.0,45.0,2
8505,other,1300.0,3.0,58.0,3
8506,other,1115.0,2.0,40.0,2
8507,other,1200.0,3.0,165.0,4
8508,other,700.0,1.0,41.0,1
8509,other,1600.0,4.0,80.0,4
8510,other,1595.0,3.0,115.0,3
8511,other,1353.0,2.0,110.0,2
8512,other,1200.0,2.0,85.0,1
8513,other,1028.0,2.0,45.5,2
8514,other,1385.0,2.0,48.48,3
8515,other,1325.0,2.0,90.0,3
8516,other,1600.0,2.0,50.0,3
8517,other,1800.0,1.0,80.0,2
8518,other,1056.0,2.0,80.0,2
8519,other,1080.0,2.0,50.0,2
8520,other,1600.0,3.0,86.0,3
8521,other,1160.0,2.0,55.0,2
8522,other,1544.0,3.0,120.0,3
8523,other,1200.0,2.0,65.0,2
8524,other,540.0,1.0,36.0,1
8525,other,1578.0,3.0,180.0,3
8526,other,1180.0,2.0,42.0,2
8527,other,1600.0,2.0,115.0,2
8528,other,416.0,1.0,18.5,1
8529,other,1260.0,2.0,45.0,2
8530,other,1630.0,3.0,85.0,3
8531,other,600.0,1.0,90.0,1
8532,other,834.0,1.0,60.0,1
8533,other,1125.0,4.0,70.0,3
8534,other,3000.0,5.0,260.0,4
8535,other,2160.0,5.0,250.0,6
8536,other,1375.0,3.0,70.0,3
8537,other,469.0,1.0,25.0,1
8538,other,3600.0,4.0,160.0,6
8539,other,1160.0,2.0,52.2,2
8540,other,1220.0,2.0,35.23,3
8541,other,1641.0,3.0,66.0,3
8542,other,1630.0,2.0,200.0,2
8543,other,2072.0,3.0,108.0,3
8544,other,1200.0,2.0,70.0,3
8545,other,1350.0,3.0,77.0,3
8546,other,1180.0,2.0,78.34,3
8547,other,1355.0,2.0,115.0,2
8548,other,600.0,1.0,50.0,1
8549,other,1875.0,3.0,165.0,3
8550,other,600.0,2.0,55.0,2
8551,other,2300.0,3.0,120.0,3
8552,other,1240.0,2.0,60.0,2
8553,other,1750.0,3.0,120.0,3
8554,other,1230.0,2.0,43.48,2
8555,other,950.0,2.0,44.0,2
8556,other,1092.0,2.0,98.5,3
8557,other,1045.0,2.0,45.0,2
8558,other,1570.0,3.0,62.0,3
8559,other,1855.0,3.0,225.0,3
8560,other,1325.0,3.0,57.0,3
8561,other,1202.0,2.0,48.0,2
8562,other,1200.0,2.0,62.5,2
8563,other,425.0,1.0,20.03,1
8564,other,1100.0,2.0,48.0,2
8565,other,600.0,1.0,60.0,1
8566,other,1468.0,2.0,140.0,2
8567,other,1750.0,3.0,85.0,3
8568,other,775.0,2.0,55.0,2
8569,other,1105.0,2.0,58.0,2
8570,other,1602.0,2.0,75.0,3
8571,other,1352.0,3.0,135.0,3
8572,other,10961.0,4.0,80.0,4
8573,other,1780.0,3.0,84.83,3
8574,other,1200.0,3.0,95.0,4
8575,other,1976.0,3.0,184.0,3
8576,other,1200.0,3.0,95.0,3
8577,other,2500.0,6.0,115.0,7
8578,other,823.0,2.0,28.0,2
8579,other,1180.0,2.0,69.0,2
8580,other,686.0,1.0,17.0,1
8581,other,1410.0,1.0,233.0,2
8582,other,1250.0,2.0,200.0,2
8583,other,1300.0,1.0,200.0,1
8584,other,1001.0,2.0,33.03,2
8585,other,1500.0,4.0,180.0,4
8586,other,2400.0,2.0,80.0,3
8587,other,1282.0,2.0,87.0,2
8588,other,1611.0,2.0,64.44,3
8589,other,1500.0,2.0,95.0,3
8590,other,1300.0,1.0,115.0,2
8591,other,530.0,1.0,20.0,1
8592,other,1350.0,2.0,80.0,2
8593,other,900.0,2.0,27.0,2
8594,other,2400.0,6.0,125.0,8
8595,other,1225.0,2.0,53.0,2
8596,other,1141.0,2.0,62.0,2
8597,other,4100.0,7.0,140.0,7
8598,other,1175.0,2.0,48.27,2
8599,other,950.0,1.0,40.0,1
8600,other,1209.0,2.0,50.0,2
8601,other,4200.0,5.0,225.0,5
8602,other,1215.0,4.0,205.0,4
8603,other,1800.0,3.0,90.0,3
8604,other,1600.0,4.0,125.0,5
8605,other,1563.0,3.0,52.0,3
8606,other,1405.0,2.0,70.0,2
8607,other,1480.0,3.0,90.0,3
8608,other,1600.0,3.0,90.0,3
8609,other,720.0,2.0,120.0,2
8610,other,1200.0,4.0,135.0,4
8611,other,1200.0,2.0,35.0,2
8612,other,1500.0,3.0,115.0,3
8613,other,1824.0,3.0,125.0,3
8614,other,750.0,1.0,56.25,1
8615,other,1060.0,2.0,42.0,2
8616,other,1500.0,3.0,62.0,3
8617,other,1339.0,2.0,55.0,2
8618,other,1600.0,3.0,75.0,3
8619,other,1225.0,2.0,55.11,2
8620,other,1000.0,2.0,50.0,2
8621,other,6000.0,5.0,400.0,4
8622,other,2400.0,3.0,170.0,3
8623,other,1480.0,2.0,65.0,2
8624,other,1500.0,2.0,98.0,3
8625,other,3095.0,3.0,350.0,3
8626,other,910.0,2.0,30.5,2
8627,other,1200.0,1.0,28.0,1
8628,other,1500.0,3.0,100.0,3
8629,other,1133.0,2.0,55.0,2
8630,other,1560.0,5.0,145.0,5
8631,other,2900.0,5.0,90.0,5
8632,other,1560.0,3.0,188.0,3
8633,other,856.0,2.0,40.0,2
8634,other,485.0,1.0,15.0,1
8635,other,1384.0,3.0,62.28,3
8636,other,1508.0,3.0,70.25,3
8637,other,2150.0,4.0,80.0,4
8638,other,1600.0,3.0,52.0,3
8639,other,1250.0,2.0,62.0,2
8640,other,1200.0,3.0,130.0,3
8641,other,1050.0,2.0,67.0,2
8642,other,1596.0,3.0,105.0,3
8643,other,1800.0,3.0,80.0,3
8644,other,925.0,2.0,48.0,2
8645,other,1395.0,2.0,63.59,2
8646,other,1200.0,3.0,85.0,3
8647,other,1132.0,2.0,67.0,2
8648,other,1262.0,2.0,63.0,2
8649,other,1515.0,3.0,88.0,3
8650,other,1655.0,3.0,86.06,3
8651,other,5000.0,7.0,299.0,7
8652,other,1380.0,2.0,80.0,2
8653,other,1450.0,3.0,65.0,3
8654,other,1200.0,2.0,54.0,2
8655,other,1178.0,2.0,47.0,2
8656,other,2200.0,3.0,187.0,3
8657,other,3329.0,3.0,330.0,3
8658,other,3600.0,4.0,300.0,4
8659,other,1595.0,3.0,76.0,3
8660,other,1093.0,2.0,65.0,2
8661,other,1367.0,2.0,62.0,2
8662,other,1535.0,3.0,95.0,3
8663,other,1015.0,2.0,45.0,2
8664,other,1100.0,2.0,62.7,2
8665,other,930.0,2.0,45.0,2
8666,other,1650.0,2.0,80.0,3
8667,other,700.0,1.0,150.0,1
8668,other,2197.0,4.0,280.0,3
8669,other,1240.0,2.0,46.0,3
8670,other,1100.0,2.0,60.0,2
8671,other,1600.0,3.0,172.0,4
8672,other,1450.0,2.0,85.0,3
8673,other,2000.0,3.0,166.0,4
8674,other,1420.0,1.0,220.0,2
8675,other,700.0,2.0,27.0,2
8676,other,1050.0,2.0,45.0,2
8677,other,1250.0,3.0,39.5,3
8678,other,1756.0,3.0,100.0,3
8679,other,1532.0,3.0,92.0,3
8680,other,1650.0,3.0,110.0,3
8681,other,1200.0,2.0,66.0,2
8682,other,1010.0,2.0,148.0,2
8683,other,1180.0,2.0,48.0,2
8684,other,1525.0,2.0,122.0,3
8685,other,1435.0,3.0,70.0,3
8686,other,1560.0,2.0,66.0,3
8687,other,1070.0,2.0,42.0,2
8688,other,2400.0,3.0,200.0,4
8689,other,1000.0,2.0,130.0,2
8690,other,1300.0,2.0,60.0,2
8691,other,3040.0,1.0,180.0,2
8692,other,1310.0,2.0,50.0,3
8693,other,1390.0,3.0,120.0,3
8694,other,1200.0,4.0,72.0,4
8695,other,1135.0,2.0,68.0,2
8696,other,900.0,2.0,55.0,2
8697,other,1378.0,2.0,42.33,3
8698,other,1210.0,2.0,62.0,2
8699,other,1464.0,3.0,56.0,3
8700,other,2500.0,3.0,250.0,3
8701,other,2200.0,4.0,350.0,3
8702,other,1600.0,3.0,80.0,3
8703,other,1250.0,3.0,39.5,3
8704,other,1100.0,2.0,50.0,2
8705,other,1269.72,2.0,68.0,2
8706,other,1168.0,3.0,70.0,3
8707,other,1552.0,2.0,51.0,2
8708,other,2100.0,4.0,155.0,4
8709,other,1300.0,2.0,65.0,2
8710,other,1515.0,3.0,93.93,3
8711,other,2400.0,5.0,85.0,4
8712,other,1243.0,2.0,58.0,2
8713,other,1616.0,3.0,75.0,3
8714,other,1800.0,6.0,44.5,5
8715,other,2700.0,4.0,214.0,6
8716,other,2000.0,3.0,210.0,3
8717,other,2400.0,4.0,300.0,5
8718,other,1760.0,3.0,176.0,3
8719,other,595.0,1.0,42.0,1
8720,other,1410.0,2.0,67.0,2
8721,other,1090.0,2.0,31.48,2
8722,other,1254.0,2.0,53.0,2
8723,other,2800.0,7.0,125.0,7
8724,other,1170.0,2.0,86.0,2
8725,other,2200.0,4.0,235.0,4
8726,other,1000.0,2.0,50.0,2
8727,other,920.0,2.0,35.0,2
8728,other,1450.0,1.0,230.0,2
8729,other,2400.0,3.0,142.0,4
8730,other,1464.0,3.0,56.0,3
8731,other,1280.0,2.0,40.0,2
8732,other,2000.0,3.0,85.0,3
8733,other,3817.0,2.0,124.0,2
8734,other,1650.0,3.0,175.0,3
8735,other,840.0,2.0,27.0,2
8736,other,1670.0,3.0,91.86,3
8737,other,1242.0,2.0,39.7,2
8738,other,1690.0,2.0,55.0,3
8739,other,1488.0,3.0,57.0,3
8740,other,1250.0,2.0,80.0,3
8741,other,1650.0,4.0,160.0,3
8742,other,800.0,2.0,50.0,2
8743,other,1225.0,2.0,150.0,2
8744,other,1260.0,2.0,58.0,2
8745,other,3675.0,4.0,367.0,4
8746,other,1200.0,2.0,150.0,2
8747,other,1250.0,2.0,65.0,2
8748,other,1225.0,2.0,48.0,2
8749,other,1350.0,2.0,80.0,2
8750,other,2000.0,3.0,100.0,3
